TailNumber,FlightDate,Origin,Destination,FireIncident,FireStart,FireEnd,DistanceKM
N355AC,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.19
N355AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.28
N355AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Lee Fire - COWRD,2025-08-02,2025-08-07,28.80
N355AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.78
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.61
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.61
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.91
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.76
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.03
N355AC,2025-08-03,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.73
N355AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.36
N355AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.52
N355AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.66
N355AC,2025-08-02,Unknown,Gowen Field (KBOI),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.74
N355AC,2025-08-02,Unknown,Gowen Field (KBOI),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.16
N355AC,2025-08-02,Unknown,Magic Valley Rgnl (KTWF),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,10.45
N355AC,2025-08-02,Unknown,Near Elko, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,27.72
N355AC,2025-08-02,Unknown,Gowen Field (KBOI),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,26.94
N355AC,2025-07-31,Unknown,Gowen Field (KBOI),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.96
N355AC,2025-07-29,Unknown,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,29.22
N355AC,2025-07-29,Unknown,Gowen Field (KBOI),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,21.77
N374AC,2025-08-07,Unknown,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,26.99
N374AC,2025-08-07,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,9.05
N374AC,2025-08-07,Unknown,Pocatello Rgnl (KPIH),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.86
N374AC,2025-08-07,Unknown,Pocatello Rgnl (KPIH),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.54
N374AC,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,11.29
N374AC,2025-08-06,Unknown,Near Battle Mountain, NV,Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.51
N374AC,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,9.65
N374AC,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,16.37
N374AC,2025-08-06,Unknown,Pocatello Rgnl (KPIH),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.22
N374AC,2025-08-05,RJ85,Durango-La Plata County (KDRO),Turner Gulch - COGRD,2025-07-10,2025-08-07,29.42
N374AC,2025-08-05,RJ85,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,25.58
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,28.85
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,28.89
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,28.47
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.93
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.86
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.76
N374AC,2025-08-05,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.48
N374AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.17
N374AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.40
N374AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.69
N374AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,26.70
N374AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.71
N374AC,2025-08-04,Unknown,Pocatello Rgnl (KPIH),Leroux Fire - COMRD,2025-08-03,2025-08-07,26.81
N374AC,2025-08-03,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.77
N374AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.10
N374AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Lee Fire - COWRD,2025-08-02,2025-08-07,29.33
N374AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.23
N374AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.11
N374AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.31
N374AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.30
N374AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,27.58
N374AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.98
N374AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,28.57
N374AC,2025-07-31,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.32
N374AC,2025-07-31,Unknown,Pocatello Rgnl (KPIH),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.32
N374AC,2025-07-29,Unknown,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,29.04
N374AC,2025-07-29,Unknown,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,26.78
N374AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.50
N374AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.30
N374AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.45
N374AC,2025-07-28,Unknown,Pocatello Rgnl (KPIH),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.62
N385AC,2025-08-04,Unknown,Pangborn Meml (KEAT),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,27.87
N385AC,2025-08-04,Unknown,Pangborn Meml (KEAT),Bear Creek II - WACOA,2025-08-04,2025-08-07,29.50
N386AC,2025-08-04,Unknown,Pangborn Meml (KEAT),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,28.59
N386AC,2025-08-04,Unknown,Pangborn Meml (KEAT),Bear Creek II - WACOA,2025-08-04,2025-08-07,28.48
N389AC,2025-08-05,Unknown,Provo Muni (KPVU),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.16
N389AC,2025-08-04,Unknown,Provo Muni (KPVU),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.27
N389AC,2025-08-03,Unknown,Provo Muni (KPVU),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.94
N389AC,2025-08-03,Unknown,Provo Muni (KPVU),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.05
N389AC,2025-08-02,Unknown,Provo Muni (KPVU),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.58
N389AC,2025-08-01,Unknown,Provo Muni (KPVU),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.19
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.37
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.55
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.17
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.20
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.50
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.26
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.93
N416AC,2025-08-06,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.49
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,28.53
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.28
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.07
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.04
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,26.77
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.80
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.45
N416AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.80
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.40
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Lee Fire - COWRD,2025-08-02,2025-08-07,26.76
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.77
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.50
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.32
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.03
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.74
N416AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.29
N416AC,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.02
N416AC,2025-08-02,RJ85,Missoula Montana (KMSO),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,26.84
N416AC,2025-07-27,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,28.41
N416AC,2025-07-27,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,29.68
N416AC,2025-07-27,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,28.18
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.13
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,25.45
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.02
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.55
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.60
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.71
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,27.33
N635AC,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,27.24
N635AC,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Turner Gulch - COGRD,2025-07-10,2025-08-07,29.37
N635AC,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.35
N635AC,2025-08-05,Unknown,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.42
N635AC,2025-08-05,Unknown,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,29.91
N635AC,2025-08-05,Unknown,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.62
N635AC,2025-08-05,Unknown,Colorado Sprgs Muni (KCOS),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.59
N635AC,2025-08-04,Unknown,Durango-La Plata County (KDRO),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,27.78
N635AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Turner Gulch - COGRD,2025-07-10,2025-08-07,29.16
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.53
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.65
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.59
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.91
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.87
N635AC,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,24.40
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,14.10
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,29.62
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,8.77
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,24.87
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.76
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.11
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,9.42
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,27.34
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.34
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,23.88
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,11.37
N635AC,2025-08-02,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,29.13
N635AC,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.38
N635AC,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,29.86
N635AC,2025-08-01,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.83
N635AC,2025-08-01,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.14
N635AC,2025-08-01,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.28
N635AC,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.15
N635AC,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.39
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.93
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.62
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.63
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.57
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.53
N635AC,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,26.68
N635AC,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.23
N635AC,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.15
N635AC,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,24.95
N635AC,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.79
N635AC,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.44
N839AC,2025-08-07,Unknown,Pocatello Rgnl (KPIH),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.97
N839AC,2025-08-07,Unknown,Pocatello Rgnl (KPIH),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.49
N839AC,2025-08-05,Unknown,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.39
N839AC,2025-08-05,Unknown,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.63
N839AC,2025-08-05,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,13.39
N839AC,2025-08-05,Unknown,Pocatello Rgnl (KPIH),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.04
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,29.08
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.55
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.11
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,29.25
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.91
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.21
N839AC,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.75
N839AC,2025-08-03,Unknown,Colorado Sprgs Muni (KCOS),Leroux - COMRD,2025-08-03,2025-08-03,28.07
N839AC,2025-08-03,Unknown,Colorado Sprgs Muni (KCOS),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.07
N839AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,29.51
N839AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Lee Fire - COWRD,2025-08-02,2025-08-07,29.63
N839AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.45
N839AC,2025-08-03,Unknown,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,28.96
N839AC,2025-08-03,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,6.91
N839AC,2025-08-03,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,25.75
N839AC,2025-08-03,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,9.54
N839AC,2025-08-03,Unknown,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,28.50
N839AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.16
N839AC,2025-08-03,Unknown,Pocatello Rgnl (KPIH),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,28.84
N839AC,2025-08-02,Unknown,Gowen Field (KBOI),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.60
N839AC,2025-08-02,Unknown,Gowen Field (KBOI),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.41
N839AC,2025-07-27,Unknown,Coeur D'Alene/Pappy Boyington Fld (KCOE),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,27.62
N988AC,2025-08-07,DH8D,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.09
N988AC,2025-08-07,DH8D,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,15.54
N988AC,2025-08-07,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.76
N988AC,2025-08-06,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.81
N988AC,2025-08-06,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.16
N988AC,2025-08-06,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.36
N988AC,2025-08-06,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.34
N988AC,2025-08-05,DH8D,Cedar City Rgnl (KCDC),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.68
N988AC,2025-08-05,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.24
N988AC,2025-08-05,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.66
N988AC,2025-08-05,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.11
N988AC,2025-08-04,DH8D,Battle Mountain (KBAM),Jakes Fire - NVEKD,2025-08-01,2025-08-07,17.80
N988AC,2025-08-04,DH8D,Battle Mountain (KBAM),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,25.27
N988AC,2025-08-04,DH8D,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.29
N988AC,2025-08-04,DH8D,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.30
N988AC,2025-08-04,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.06
N988AC,2025-08-04,DH8D,Gowen Field (KBOI),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.53
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.09
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,27.12
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.19
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,28.88
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.82
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Jakes Fire - NVEKD,2025-08-01,2025-08-07,29.24
N988AC,2025-08-02,DH8D,Magic Valley Rgnl (KTWF),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,25.83
N988AC,2025-08-02,DH8D,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,4.61
N988AC,2025-08-02,DH8D,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,15.64
N988AC,2025-08-02,DH8D,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,8.99
N988AC,2025-08-02,DH8D,Near Battle Mountain, NV,Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,27.17
N988AC,2025-08-02,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,26.93
N988AC,2025-08-02,DH8D,Gowen Field (KBOI),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,27.28
N988AC,2025-08-01,DH8D,Gowen Field (KBOI),Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.74
